123.93333;-39.31667;2078064;3
175.13333;-36.78333;2113868;3
176.08333;-36.96667;2178887;1
176.3;-38.5;2178888;2
175;-37;2178889;2
173.6;-41.51667;2178890;2
177.88333;-38.85;2178891;2
168.23333;-44.45;2178892;1
174.43333;-39.68333;2178893;1
177.05;-39.05;2178894;1
173.7;-41.03333;2178895;3
171.56667;-42.95;2178896;3
175;-37.03333;2178897;1
169.85;-43.76667;2178898;1
169.83333;-43.81667;2178899;3
171.15;-42.96667;2178900;2
169.35;-44.1;2178901;3
172.91667;-43.65;2178902;1
169.35;-43.88333;2178903;1
172.28333;-41.4;2178904;2
169.51667;-43.9;2178905;1
169.51667;-43.85;2178906;2
172.45;-42.35;2178907;2
169;-52.53333;2178908;2
166.3;-50.55;2178909;3
174.8;-41.16667;2178910;2
169.65;-45.83333;2178911;3
169.23333;-44.2;2178912;3
169.36667;-44.21667;2178913;1
169.08333;-44.15;2178914;2
177.96667;-38.76667;2178915;2
169.5;-45.16667;2178916;3
171.06667;-43.13333;2178917;1
175.38333;-36.2;2178918;1
167.73333;-45.56667;2178919;2
176.16667;-40.7;2178920;3
173.9;-41.13333;2178921;3
173.26667;-42.1;2178922;1
170.2;-44.75;2178923;3
170.13333;-45.68333;2178924;2
170.35;-45.56667;2178925;2
167.8;-44.5;2178926;2
176.56667;-39.66667;2178927;1
173.06667;-42.23333;2178928;1
169.35;-45.18333;2178929;1
172.6;-42.26667;2178930;2
172.51667;-43.51667;2178931;1
172.05;-41.95;2178932;3
168.85;-46.33333;2178933;1
170.31667;-45.85;2178934;1
173.33333;-41.61667;2178935;3
173.31667;-41.65;2178936;3
168.96667;-44.96667;2178937;1
172.55;-41.45;2178938;2
168.1;-46.01667;2178939;3
171.15;-42.96667;2178940;2
168.26667;-47.1;2178941;1
169.51667;-44.06667;2178942;2
173.9;-41.41667;2178943;3
167.83333;-44.95;2178944;3
172.25;-43.45;2178945;2
171.81667;-41.66667;2178946;3
173.85;-40.81667;2178947;3
172.68333;-43.55;2178948;3
171.76667;-43.55;2178949;3
171.41667;-43.3;2178950;1
171.76667;-42.96667;2178951;2
171.1;-44.58333;2178952;1
169.76667;-44.96667;2178953;2
168.91667;-44;2178954;1
172.21667;-42.2;2178955;3
168.35;-46.06667;2178956;2
175.8;-37.03333;2178957;1
174.76667;-37.85;2178958;2
168.71667;-44.7;2178959;1
176;-40.33333;2178960;2
175.86667;-40.33333;2178961;2
171;-42.76667;2178963;2
174.1;-41.93333;2178964;1
170.18333;-45.86667;2178965;1
175.4;-41.06667;2178966;2
171.38333;-42.03333;2178967;1
174.91667;-37.53333;2178968;3
168.01667;-46.03333;2178969;3
167.91667;-46.01667;2178970;2
168.55;-46.36667;2178971;2
167.65;-45.91667;2178972;2
168.08333;-46.85;2178973;2
167.86667;-46.58333;2178974;1
174.43333;-36.75;2178975;1
174.31667;-35.73333;2178976;2
167.91667;-45.6;2178977;1
168.48333;-44.16667;2178978;1
166.55;-45.61667;2178979;3
167;-45.33333;2178980;1
168.38333;-46.46667;2178981;2
172.66667;-43.31667;2178982;2
173.35;-41.33333;2178983;1
167.48333;-44.86667;2178984;1
174.56667;-36.45;2178985;1
171.2;-44.03333;2178986;3
168.05;-45.41667;2178987;3
173.91667;-41.5;2178988;1
173.95;-42.06667;2178989;1
173.9;-42.15;2178990;2
170.53333;-43.43333;2178991;1
167.83333;-44.48333;2178992;2
172.03333;-42.61667;2178993;2
174.11667;-35.15;2178994;2
168.51667;-45.16667;2178995;2
169.41667;-46.38333;2178996;3
175.25;-41.5;2178997;3
171.63333;-42.11667;2178998;1
174.81667;-37.01667;2178999;2
175.08333;-39.96667;2179000;2
175.1;-39.96667;2179001;1
174.86667;-37;2179002;3
172.91667;-41.28333;2179004;1
168.28333;-46.21667;2179005;1
168.36667;-46.11667;2179006;1
168.33333;-46.15;2179007;2
168.31667;-46.15;2179008;3
173.53333;-41.95;2179009;1
173.53333;-41.98333;2179010;1
171.38333;-43.58333;2179011;2
171.4;-43.58333;2179012;2
173.2;-42.33333;2179013;2
171.65;-43.95;2179014;2
170.83333;-44;2179015;2
175.41667;-38.5;2179016;2
170.38333;-45.88333;2179017;3
176.13333;-40.7;2179018;1
175.51667;-41.3;2179019;1
172.61667;-42.63333;2179020;1
168.13333;-45.46667;2179021;2
176.16667;-40.9;2179022;2
171.68333;-43.5;2179023;1
178.72389;-49.67361;2179024;3
172.66667;-42;2179025;2
166.65;-46.2;2179026;2
170.8;-45;2179027;3
169.23333;-43.86667;2179028;3
170;-45.51667;2179029;1
168.16667;-45.16667;2179030;3
168.15;-45.55;2179031;2
171.83333;-43.2;2179032;3
171.61667;-43.98333;2179033;3
169.4;-43.73333;2179034;3
172.91667;-41.28333;2179035;1
171.71667;-43.83333;2179036;3
171.28333;-44.2;2179037;2
176.5;-40.45;2179038;2
176.51667;-40.46667;2179039;1
172.61667;-43.38333;2179040;3
168.55;-45.06667;2179041;2
166.65;-46.18333;2179042;3
169.6;-44;2179043;2
169.36667;-44.08333;2179044;3
169.66667;-43.91667;2179045;3
172.63333;-40.8;2179046;3
167.6;-47.26667;2179047;3
173.91667;-41.06667;2179048;1
169.35;-44.06667;2179049;1
171.85;-42.71667;2179050;3
173.38333;-42.66667;2179051;2
175.15;-40.06667;2179052;2
168.18333;-44.7;2179053;2
167.18333;-45.51667;2179054;1
167.18333;-45.51667;2179055;1
168.21667;-44.41667;2179056;3
172.68333;-42.41667;2179057;3
169.38333;-44.05;2179058;1
169.63333;-43.96667;2179059;3
169.61667;-43.91667;2179060;2
171.68333;-43.98333;2179061;2
171.11667;-44.78333;2179062;2
172.76667;-42.43333;2179063;3
168.53333;-44.4;2179064;2
168.5;-44.38333;2179065;3
166.16667;-50.56667;2179066;2
168.43333;-44.41667;2179067;2
169.88333;-43.83333;2179068;2
171.63333;-42.95;2179069;1
167.61667;-47.26667;2179070;2
173.93333;-41.75;2179071;1
168.08333;-46.85;2179072;2
171.83333;-41.76667;2179073;1
175.36667;-40.16667;2179074;1
174.05;-41.96667;2179075;3
174.05;-41.96667;2179076;2
171;-43.13333;2179077;3
171.81667;-42.76667;2179078;1
169.18333;-44.26667;2179079;1
171.05;-43.41667;2179080;2
169.96667;-45.18333;2179081;3
169.23333;-45.75;2179082;3
170.28333;-45.28333;2179083;3
172.85;-43.66667;2179084;2
170.6;-43.26667;2179085;1
170.63333;-43.18333;2179086;3
170.6;-43.18333;2179087;1
171.43333;-43.33333;2179088;3
172.55;-43.55;2179089;2
176.31667;-40.7;2179090;2
175.91667;-41.21667;2179091;3
169.95;-43.68333;2179092;2
167.9;-44.75;2179093;3
170.73333;-45.83333;2179094;2
170.36667;-43.5;2179095;2
168.9;-45.3;2179096;3
170.88333;-45.06667;2179097;1
172.81667;-41.18333;2179098;1
175.83333;-39.05;2179099;1
177.46667;-38.16667;2179100;1
175.7;-36.86667;2179101;1
174.83333;-39.1;2179102;1
175.7;-36.83333;2179103;3
174.96667;-36.93333;2179104;2
171.71667;-43.25;2179105;3
169;-45.63333;2179106;1
167.75;-45.53333;2179107;2
169.95;-45.08333;2179108;2
173.53333;-42.43333;2179109;1
172.03333;-43.3;2179110;3
171.03333;-42.8;2179111;1
168.43333;-45.1;2179112;3
174.06667;-41.38333;2179113;1
175.40194;-41.57389;2179114;1
167.8;-46.66667;2179115;3
174.35;-41.08333;2179116;2
170.93333;-44.36667;2179117;3
167.91667;-46.7;2179118;2
168;-47.13333;2179119;1
171.45;-42.95;2179120;3
167.98333;-45.93333;2179121;1
168.1;-46.85;2179122;3
168.46667;-45.08333;2179123;1
167.25;-45.88333;2179124;3
174.13333;-39.01667;2179125;3
171.48333;-42.18333;2179126;2
170.5;-45.93333;2179127;2
177.18333;-37.51667;2179128;2
172.66667;-40.86667;2179129;3
170.4;-45.8;2179130;3
168.3;-45.76667;2179131;1
167.53333;-46.1;2179132;3
169.16667;-46.66667;2179133;1
169.7;-46.51667;2179134;3
175.56667;-37.88333;2179135;1
169.23333;-44.23333;2179136;2
169.06667;-45.5;2179137;3
169.08333;-45.6;2179138;1
171.9;-43.46667;2179139;2
174.53333;-38.86667;2179140;1
168.31667;-45.23333;2179141;2
174.15;-41.56667;2179142;3
169.23333;-44.3;2179143;2
171.96667;-43.01667;2179144;3
172.33333;-40.85;2179145;1
171.01667;-43.01667;2179146;1
169.88333;-43.75;2179147;1
170.98333;-43.21667;2179148;2
170.91667;-43.21667;2179149;3
168.55;-44.46667;2179150;1
172.13333;-43.18333;2179151;1
169.31667;-45.95;2179152;2
175.15;-38.91667;2179153;3
175.91667;-37.3;2179154;1
176.65;-38.73333;2179155;3
176.11667;-38.41667;2179156;2
176.66667;-38.78333;2179157;1
176.7;-38.43333;2179158;1
173.46667;-35.45;2179159;3
175.03333;-39.26667;2179160;1
173.46667;-35.48333;2179161;2
174.31667;-35.4;2179162;1
166.55;-45.68333;2179163;3
177.83333;-38.28333;2179164;2
173.91667;-41.91667;2179165;2
168.65;-45.71667;2179166;1
174.88333;-38.15;2179167;2
174.65;-36.76667;2179168;1
174.51134;-39.78054;2179169;1
169.63333;-45.95;2179170;1
175.71667;-36.9;2179171;2
175.76667;-36.9;2179172;2
176.95;-39;2179173;3
169.83333;-43.41667;2179174;1
174.11667;-35.8;2179175;2
177.98333;-37.71667;2179176;2
172.4;-42.01667;2179177;1
172.18333;-42.08333;2179178;2
171.75;-44.01667;2179179;2
177.83333;-38.45;2179180;2
176.65;-38.56667;2179181;1
175.4;-41.56667;2179182;3
175.33333;-41.5;2179183;3
174.66667;-36.85;2179184;2
173.68333;-35.75;2179185;2
172.26667;-42.93333;2179186;3
174.75;-39.48333;2179187;3
174.91667;-37.75;2179188;3
174.51667;-37.03333;2179189;3
175.3;-38.85;2179190;2
175.15;-37.8;2179191;2
175.55;-38.2;2179192;3
175.11667;-39.58333;2179193;2
177.83333;-38.38333;2179194;2
170.25;-43.11667;2179195;3
176;-38.95;2179196;2
170.41667;-43.28333;2179197;1
173.85;-41.23333;2179198;1
174.08333;-41.26667;2179199;1
174.91667;-37.93333;2179200;3
173.7;-35.1;2179201;2
170.51667;-44.7;2179202;1
172.98333;-40.78333;2179203;2
175.85;-40.25;2179204;2
173.86667;-41.95;2179205;2
172.21667;-43.16667;2179206;3
174.31667;-36.6;2179207;3
173.73333;-41;2179208;3
175.88333;-41.06667;2179209;3
175.03333;-38.56667;2179210;2
174.96667;-40.95;2179211;1
175.78333;-40.23333;2179212;2
175.78333;-38.85;2179213;2
175.55;-36.66667;2179214;1
175.76667;-38.86667;2179215;3
174.26667;-39.61667;2179216;2
176.75;-38.48333;2179217;1
176.15;-38.46667;2179218;1
176.78333;-38.9;2179219;3
